label,sent_tnx,received_tnx,avg_min_between_sent_tnx,avg_min_between_received_tnx,time_diff_between_first_and_last_mins,number_of_created_contracts,total_ether_sent,total_ether_balance,avg_val_sent,avg_val_received,max_value_received
0,3,3,44.57,2269.13,6941.1,0,0.694374632,0.001935338,0.231458,0.232103,0.25
0,0,9999,0.0,15.2,151991.08,1,0.0,1.5235691340000002,0.0,0.000152,1.0
0,3,2,24.85,0.45,75.45,0,100.9984639,0.001536086,33.666155,50.5,88.992069
0,25,16,17163.1,8592.65,566559.85,0,6.684120547999999,0.019143125,0.267365,0.418954,0.752225
0,5,3,1384.59,51810.42,162354.2,0,5.0,0.11,1.0,1.7033330000000002,5.0
0,1,3,0.0,238.94,718.08,0,0.10615353,0.00284647,0.106154,0.036333,0.08
0,2,2,163.23,0.33,327.12,0,100.9990158,0.000984218,50.499508,50.5,84.831333
0,2,1,161.23,0.0,322.47,0,100.9985715,0.001428506,50.499286,101.0,101.0
0,2,2,164.14,0.82,329.92,0,100.9989738,0.001026218,50.499487,50.5,97.171619
0,52,23,9522.97,10178.22,729293.67,0,272.95,-60.60962247,5.249038,9.23219,39.995
0,3,1,21.86,0.0,65.57,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,6,32,50.83,32724.85,1047500.25,0,28.08456309,0.001909104,4.680761,0.8777020000000001,6.044853
0,0,138,0.0,1643.35,226781.67,1,0.0,167.7057364,0.0,1.215259,3.196095
0,11,11,2.86,45412.54,499569.4,0,488.095286,0.004714025,44.372299,44.37272700000001,149.5
0,0,2,0.0,278.08,556.15,1,0.0,0.0,0.0,0.0,0.0
0,153,155,323.98,3399.88,576550.47,0,128.1862645,0.120085432,0.8378190000000001,0.827783,4.019205
0,1,1,0.0,0.0,57.45,0,0.22741703,0.000504,0.227417,0.227921,0.227921
0,0,103,0.0,2938.89,302706.03,1,0.0,43.58061737,0.0,0.423113,1.002397
0,2,1,2.42,0.0,4.83,0,634.2393211,0.000943273,317.119661,634.2402639999998,634.2402639999998
0,4095,3760,90.06,30.22,482434.07,0,7009.894083,-31.24386844,1.711818,1.856024,81.6
0,1,1,0.0,0.0,3.2,0,0.21947112,0.00084,0.219471,0.220311,0.220311
0,0,230,0.0,1267.18,291451.1,1,0.0,218.7980157,0.0,0.951296,2.119727
0,5,5,23567.14,3850.65,137088.98,0,11.99224606,0.002688042,2.3984490000000003,2.398987,11.701721
0,219,8,2768.89,40878.12,933412.13,0,21.44906244,-6.340460714,0.097941,1.888575,11.065298
0,24,14,4918.97,16508.71,348894.37,0,61.60547198,0.032500381,2.566895,4.402712,8.680091000000001
0,13,5,3768.17,8657.45,92273.45,0,0.04,1.2464765,0.003077,0.257295,0.939
0,4,2,2.18,0.23,9.17,0,2000.998113,0.001886545,500.249528,1000.5,1344.6089869999996
0,0,71,0.0,3194.06,226778.2,1,0.0,22.01002182,0.0,0.31,1.199734
0,4,1,16.33,0.0,65.32,0,100.9979,0.0021,25.249475,101.0,101.0
0,0,380,0.0,53.18,20209.6,1,0.0,0.0,0.0,0.0,0.0
0,3766,3759,9.11,238.3,930101.23,0,4083.66224,-8.829350292,1.08435,1.08402,15.210518
0,24,25,5762.04,16315.1,546166.42,0,690.3553081,0.016537066,28.764805,27.614874,150.999
0,17,20,203.14,2263.87,48730.72,0,2.14844681,0.0146194,0.126379,0.108153,0.847497
0,6,8,2.32,3417.27,27352.08,0,11.35583272,0.003167276,1.892639,1.419875,3.0
0,921,551,483.35,42.72,468699.97,0,3805.456886,-167.61070930000002,4.131875,6.602262,77.261364
0,2,1,154.77,0.0,309.53,0,100.9990158,0.000984218,50.499508,101.0,101.0
0,3,2,6.47,0.0,19.42,0,2000.998585,0.001414909,666.999528,1000.5,1490.52389
0,3,1,22.84,0.0,68.53,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,2,1,163.21,0.0,326.42,0,100.9990158,0.000984218,50.499508,101.0,101.0
0,0,131,0.0,2167.2,283902.75,1,0.0,30.27708374,0.0,0.231123,0.763175
0,0,256,0.0,2896.43,741486.0,1,0.0,308.517785,0.0,1.205148,3.252777
0,0,12,0.0,12333.54,148002.5,1,0.0,47.08662672,0.0,3.923886,9.499416
0,9,16,17415.12,48392.42,931014.72,0,21.00386936,0.194307284,2.3337630000000003,1.324886,6.176138
0,3,2,1.24,0.68,5.08,0,2000.998585,0.001414909,666.999528,1000.5,1577.669798
0,0,154,0.0,2073.65,319341.6,1,0.0,52.76819533,0.0,0.342651,0.7534310000000001
0,2,1,161.3,0.0,322.6,0,100.9990158,0.000984218,50.499508,101.0,101.0
0,12,6,21963.75,2033.09,275763.55,0,179.131287,-10.02501462,14.927607,28.184379,81.188928
0,2,2,81815.88,2.54,163636.85,0,3.61907042,0.010882,1.809535,1.814976,3.628952
0,3,7,9913.28,17010.06,148810.28,0,28.5,36.21502538,9.5,9.245004,24.245
0,2,1,19.98,0.0,39.97,0,0.322961556,0.001213464,0.161481,0.324175,0.324175
0,0,3,0.0,17646.93,52940.8,1,0.0,10.99890696,0.0,3.666302,6.999412
0,2,1,55446.68,0.0,110893.35,0,54.98,0.015,27.49,54.995,54.995
0,0,113,0.0,596.6,67415.47,1,0.0,139.433612,0.0,1.233926,14.99
0,3,2,5.87,0.0,17.62,0,2000.998585,0.001414909,666.999528,1000.5,1058.147615
0,5,5,480.48,184793.34,926369.08,0,31.96622275,0.0020373,6.393244999999999,6.393652,22.277831
0,117,118,12.66,6583.46,778330.27,0,4619.129868,0.073492292,39.479742,39.145791,1000.0
0,30,24,6573.25,5387.27,326492.0,0,57.415,-2.935746988,1.913833,2.269969,5.205
0,4,6,1583.6,14202.66,91550.33,0,4.02655003,0.199777735,1.006638,0.704388,1.010165
0,0,4,0.0,2467.04,9868.17,1,0.0,2.12,0.0,0.53,0.99
0,7,6,10896.54,20178.74,197348.25,0,10.18648244,0.00435786,1.4552120000000002,1.698473,3.0
0,2,2,160.21,0.3,321.02,0,100.9990158,0.000984218,50.499508,50.5,85.65000500000002
0,6,6,6.14,2643.66,15898.83,0,0.619482946,0.003600022,0.103247,0.103847,0.176168
0,1634,8366,2.14,2.12,21254.62,0,3864751.503,35029.547999999995,2365.208998,466.146432,149997.9988
0,0,1,0.0,0.0,0.0,0,0.0,0.06686957,0.0,0.06687,0.06687
0,19,20,16.31,16789.75,336104.9,0,19.02237018,0.023707311,1.001177,0.952304,1.005856
0,3,1,21.68,0.0,65.03,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,280,748,793.52,1462.78,1316347.4,0,590.6726647,-1.356702663,2.109545,0.787856,6.300559
0,2,2,17104.3,5929.68,46067.95,0,4.51,0.25697354,2.255,2.383487,4.761904
0,55,77,508.97,6493.02,527955.72,0,92.29039975,0.029032959,1.678007,1.198954,19.0
0,0,35,0.0,6479.6,226785.9,1,0.0,28.47704215,0.0,0.81363,1.002227
0,253,34,2999.87,5839.79,957521.1,0,464.7643575,-294.3674652,1.837013,5.011673,34.402096
0,208,9,2182.94,5581.62,504285.38,0,1367.854522,-1051.682337,6.576224000000002,35.130243,100.0
0,0,93,0.0,2151.61,200099.62,1,0.0,22.24573257,0.0,0.239201,0.6739850000000001
0,84,437,1573.6,1983.91,999152.8,0,715.3618,-89.67722876,8.516212,1.431772,66.0
0,0,55,0.0,2417.91,132985.05,1,0.0,67.9155301,0.0,1.234828,2.436
0,1,1,0.0,0.0,1.97,0,0.17550494,0.00063,0.175505,0.176135,0.176135
0,0,1,0.0,0.0,0.0,0,0.0,0.000663984,0.0,0.000664,0.000664
0,1,1,0.0,0.0,268.6,0,5.09938,0.00062,5.09938,5.1,5.1
0,4,4,0.81,40538.29,162156.4,0,26.18256523,0.00201584,6.545641000000002,6.546145,10.144463
0,3,2,24.16,0.18,72.85,0,100.998446,0.0015539999999999,33.666149,50.5,83.905609
0,11,11,2.94,5033.24,55397.95,0,97.47870273,0.00462,8.8617,8.862119999999997,18.3424
0,0,5,0.0,40137.49,200687.43,1,0.0,20.45620318,0.0,4.091241,10.114955
0,0,145,0.0,1563.89,226764.55,1,0.0,53.16195615,0.0,0.366634,0.990691
0,87,77,7816.8,4294.88,1010767.08,0,904.3394385,-147.8185092,10.394706,9.824947,25.0
0,2,2,158.07,0.84,317.83,0,100.9990158,0.000984218,50.499508,50.5,80.804466
0,19,7,15092.45,4690.14,319587.57,0,16.97481079,0.021328208,0.8934110000000001,2.42802,11.0
0,0,129,0.0,1941.17,250411.05,1,0.0,42.84639454,0.0,0.332143,0.8882129999999999
0,3,2,23.21,0.33,70.3,0,100.998446,0.0015539999999999,33.666149,50.5,84.865945
0,344,356,9.68,2648.06,946039.25,0,196.5703753,0.540286125,0.571426,0.553682,28.79
0,1,6,0.0,4080.21,28772.53,0,0.3424,9.94850675,0.3424,1.715151,5.948102
0,0,139,0.0,2096.54,291418.95,1,0.0,69.21779839,0.0,0.49797,1.759116
0,3,2,3.92,0.0,11.77,0,2000.998585,0.001414909,666.999528,1000.5,1474.089848
0,0,133,0.0,2401.05,319339.87,1,0.0,63.98312638,0.0,0.481076,1.388661
0,22,22,2506.5,5401.77,173981.92,0,68.04858426,0.011591948,3.093117,3.093644,12.3566
0,2,1,164.08,0.0,328.15,0,100.9989842,0.00101578,50.499492,101.0,101.0
0,3,1,21.22,0.0,63.67,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,0,5461,0.0,124.96,682390.27,1,0.0,17897.04971,0.0,3.277248,180.543075
0,2,2,162.67,0.82,326.97,0,100.9984925,0.00150753,50.499246,50.5,97.125107
0,1,1,0.0,0.0,18.47,0,2.6545532000000005,0.00062,2.654553,2.655173,2.655173
0,6,6,4212.31,164356.11,1011410.55,0,0.212,0.01001879,0.035333,0.037003,0.074
0,31,20,11859.4,27657.75,920796.33,0,1.09940349,0.29861844,0.035465,0.069901,0.29
0,3,2,2.48,0.0,7.45,0,2000.998585,0.001414909,666.999528,1000.5,1356.251627
0,1,1,0.0,0.0,438.3,0,0.04872623,0.00062,0.048726,0.049346,0.049346
0,2,2,160.85,0.54,322.78,0,100.9990158,0.000984218,50.499508,50.5,56.539361
0,2,1,162.92,0.0,325.83,0,100.9990158,0.000984218,50.499508,101.0,101.0
0,3,2,25.67,0.49,78.0,0,100.998488,0.001512,33.666163,50.5,69.86829200000001
0,1,1,0.0,0.0,93.08,0,0.390197244,0.000473186,0.390197,0.39067,0.39067
0,0,52,0.0,5604.36,291426.48,1,0.0,34.83190827,0.0,0.669844,1.004553
0,1,1,0.0,0.0,47.62,0,0.034528341,0.000471659,0.034528,0.035,0.035
0,578,464,738.38,758.66,778799.4,0,11722.7429,-4.540886436,20.281562,25.254746,645.0
0,34,43,5450.02,8607.45,555420.95,0,897.2803285,0.018016049,26.390598,20.867403,149.0
0,3,1,22.26,0.0,66.78,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,2,2,162.05,0.5,325.1,0,100.9990158,0.000984218,50.499508,50.5,85.020462
0,2,1,163.02,0.0,326.03,0,100.9990158,0.000984218,50.499508,101.0,101.0
0,3,1,23.21,0.0,69.63,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,48,16,984.61,2518.76,87561.22,0,181.4453111,0.0270302,3.780111,11.342021,60.5586
0,161,181,800.54,3782.63,813543.02,0,463.7869,-12.27689455,2.880664,2.49453,39.99
0,1,2,0.0,136.26,131657.12,0,0.27445284,0.000441,0.274453,0.137447,0.244894
0,0,1,0.0,0.0,0.0,0,0.0,0.001,0.0,0.001,0.001
0,0,70,0.0,4562.06,319344.2,1,0.0,58.87351086,0.0,0.84105,1.003054
0,27,84,4751.72,7781.79,781966.58,0,401.0972834,0.011816742,14.855455,4.775108,85.244469
0,8,6,19507.26,68156.43,564996.67,0,234.5646485,0.005351549,29.320581,39.095,120.0
0,26,12,5161.43,6369.79,210634.62,0,41.30772933,0.035176362,1.588759,3.445242,10.0
0,50,50,34.77,4933.56,248416.35,0,6.05155512,0.059783305,0.121031,0.122227,0.5
0,39,40,17.94,2060.97,83138.48,0,382.6293232,0.01638,9.811008,9.566143,59.0
0,113,659,636.62,1056.25,768007.43,0,5850.894501,-0.280664247,51.777827,8.878017999999997,1635.79
0,5214,144,155.76,1619.3,1045320.87,0,8118.796052,100.2121315,1.557115,57.076446,165.223152
0,1,1,0.0,0.0,3.03,0,0.09938,0.00062,0.09938,0.1,0.1
0,3,2,18.13,6.99,68.37,0,100.998446,0.0015539999999999,33.666149,50.5,69.130803
0,10,12,13676.14,45637.72,684414.1,0,31.65873432,0.008055678,3.165873,2.6388990000000003,8.99
0,72,26,6034.56,3053.94,513891.02,0,357.6880000000001,-19.0974224,4.967889,13.022715,49.706267
0,3,1,16.9,0.0,50.7,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,45,22,17171.6,11439.07,1024381.72,0,712.397338,11.33075076,15.831052,32.896731,121.0
0,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
0,4,1,14.59,0.0,58.37,0,100.9979,0.0021,25.249475,101.0,101.0
0,4,6,2469.73,5983.05,45777.22,0,255.002367,0.001886178,63.75059200000001,42.500709,132.313351
0,45,45,1924.15,5885.43,351431.32,0,13.38772876,0.036154765,0.297505,0.298309,2.494337
0,21,10,10777.03,25458.58,480903.52,0,169.517,-6.731739999999999,8.072238,16.278526,50.0
0,62,468,3489.53,479.56,440786.35,0,466.6851333000001,-0.378160539,7.52718,0.996382,4.142844
0,1,1,0.0,0.0,288.05,0,0.9978,0.0022,0.9978,1.0,1.0
0,1,1,0.0,0.0,32.03,0,5.994287537000001,0.000504,5.994288,5.994792,5.994792
0,2,3,161.28,0.4,323.75,0,100.9990158,0.000984218,50.499508,33.666667,80.89895
0,1,1,0.0,0.0,2.12,0,0.999408824,0.000591176,0.999409,1.0,1.0
0,33,14,19892.7,5782.56,737414.95,0,132.45,-3.93362403,4.013636,9.179741,26.154232
0,3,3,20.07,1350.64,4112.15,0,0.342326362,0.001373638,0.114109,0.114567,0.204
0,2,1,105.77,0.0,211.53,0,3.187998,0.00088216,1.593999,3.18888,3.18888
0,4,4,2.5,24131.49,96535.98,0,565.5303691,0.003730932,141.382592,141.383525,300.0
0,9994,6,2.77,62.09,28038.68,0,0.0,16.58813651,0.0,2.764689,8.9
0,2,1,163.9,0.0,327.8,0,100.9990158,0.000984218,50.499508,101.0,101.0
0,1,2,0.0,334.64,2680.68,0,66.089559,0.000441,66.089559,33.045,65.995
0,2,2,3.27,4715.62,9437.78,0,0.285170004,0.000891636,0.142585,0.143031,0.242897
0,13,13,15.0,9732.68,126719.85,0,96.30781408,0.02702468,7.408293,7.410372,16.0504
0,3,2,2.38,0.0,7.15,0,2000.998585,0.001414909,666.999528,1000.5,1364.972074
0,3,1,23.39,0.0,70.17,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,217,9783,55.57,68.37,680886.22,0,12956.06037,316.4014952,59.705347,1.356686,29.19112
0,0,99,0.0,2031.71,201139.0,1,0.0,94.58508922,0.0,0.955405,8.999
0,2,2,15.96,470.28,972.48,0,4.84821928,0.0183571,2.42411,2.433288,4.319096
0,1,1,0.0,0.0,183884.68,0,0.86155637,0.000441,0.861556,0.8619969999999999,0.8619969999999999
0,1,1,0.0,0.0,1.72,0,0.099395026,0.000604974,0.099395,0.1,0.1
0,8,4,492.76,224404.42,901559.75,0,3.14096572,0.00201428,0.392621,0.785745,2.72
0,0,175,0.0,1959.67,342942.6,1,0.0,940.8989911,0.0,5.376566,19.60346
0,3,1,22.72,0.0,68.15,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,22,12,10561.92,53480.68,874130.45,0,20.905,-1.908545093,0.950227,1.583038,6.995184
0,3,1,154657.51,0.0,463972.53,0,1.689005218,0.000926142,0.563002,1.689931,1.689931
0,2,2,2.73,6982.23,13969.9,0,57.01399362,0.00084,28.506997,28.507417,40.0
0,3,1,18.32,0.0,54.97,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,11,1594,454.38,634.91,1017038.23,0,26.98,57.94754905,2.452727,0.05328,0.201848
0,2,3,163.47,0.14,327.37,0,100.9989738,0.001026218,50.499487,33.666667,50.897156
0,27,9,25531.52,5035.52,734670.72,0,397.3865578000001,-51.96775781,14.718020999999998,38.379867,119.8378
0,55,30,2752.07,26631.65,950313.48,0,387.3159811,-1.64949904,7.042109,12.855549,54.569144
0,0,1,0.0,0.0,0.0,0,0.0,8.5,0.0,8.5,8.5
0,1,1,0.0,0.0,3.2,0,19.99811,0.00084,19.99811,19.99895,19.99895
0,2,2,9305.88,7089.83,32791.43,0,7.46755715,0.003675,3.733779,3.735616,4.995
0,3,1,20.77,0.0,62.3,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,202,618,85.6,1272.51,803700.77,0,208.6929354,0.167448159,1.033133,0.337962,4.0
0,2,2,162.23,0.03,324.53,0,100.9989738,0.001026218,50.499487,50.5,52.039698
0,33,36,9521.8,6496.51,548093.73,0,36.07834520000001,0.014018347,1.093283,1.002566,7.353150999999999
0,19,10,8949.04,29806.07,468092.53,0,5.824160497,-2.375356377,0.306535,0.34488,0.997565
0,14,14,2.95,4257.15,59641.3,0,13.17085659,0.00588,0.940775,0.941195,1.983838
0,7,6,7.48,23684.7,142160.55,0,90.72979426,0.00520574,12.961399,15.1225,50.0
0,13,19,3610.63,48827.05,974652.08,0,12.83814053,0.007690784,0.987549,0.676096,10.338545
0,0,69,0.0,4627.71,319312.13,1,0.0,55.30887946,0.0,0.801578,1.004336
0,1,1,0.0,0.0,2.38,0,1.321251014,0.000471636,1.321251,1.321723,1.321723
0,2,1,155.95,0.0,311.9,0,100.9990158,0.000984218,50.499508,101.0,101.0
0,0,129,0.0,1757.99,226780.37,1,0.0,32.27078927,0.0,0.250161,0.6032310000000001
0,3,2,25.48,0.28,77.02,0,100.998488,0.001512,33.666163,50.5,67.683989
0,4,3,19.43,0.38,78.88,0,100.997984,0.002016,25.249496,33.666667,55.99831999999999
0,39,11,3832.66,20453.16,374458.65,0,170.01289939999995,-95.01614472,4.359305,6.817887,27.197169
0,3,1,20.52,0.0,61.55,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,6,10,5866.71,2119.58,56396.1,0,294.907,0.003,49.151167,29.491,70.0
0,25,24,5938.07,11706.47,429407.2,0,109.86704,0.010988961,4.394682,4.578251,21.5
0,1289,1983,23.98,761.55,1541063.2,0,1305.445757,1.368378233,1.012759,0.6590090000000001,14.99
0,5,10,18.77,138.96,1483.4,0,952.2648429,0.002370218,190.452969,95.226721,827.7191
0,18,16,22351.04,5730.95,494014.03,0,19.65732843,0.910111008,1.092074,1.285465,3.348034
0,0,126,0.0,2534.07,319292.87,1,0.0,22.38514299,0.0,0.1776599999999999,0.370366
0,2,2,159.14,0.69,319.67,0,100.9990158,0.000984218,50.499508,50.5,55.870304
0,1704,14,535.04,5922.75,994620.28,0,67.57934222,-45.19423616,0.039659,1.598936,4.0
0,53,14,13430.7,16340.08,940588.23,0,57.53280983,17.02429577,1.085525,5.325508,11.40347
0,0,106,0.0,1817.01,192603.35,1,0.0,23.0033331,0.0,0.217013,0.540112
0,4,4,3.65,197940.52,791776.7,0,1673.437235,0.009467107,418.359309,418.361676,1442.151866
0,3,2,106.33,0.21,319.4,0,100.9985118,0.001488218,33.66617100000001,50.5,78.412759
0,0,94,0.0,2412.23,226749.52,1,0.0,39.92552298,0.0,0.42474,1.0867129999999998
0,1978,2004,14.27,847.93,1727478.58,0,9397.920647,1.636385026,4.751224,4.690398,81.322676
0,2,2,2623.88,486.72,6221.2,0,90.00949597,0.00050403,45.004748,45.005,87.44
0,0,7,0.0,32396.62,226776.35,1,0.0,15.18756381,0.0,2.169652,6.711415
0,3,2,2.97,0.0,8.92,0,2000.998585,0.001414909,666.999528,1000.5,1898.399585
0,126,96,2614.2,2118.86,532800.37,0,807.0719433999999,-13.11341292,6.4053330000000015,8.270401,37.995
0,3,3,34.84,5361.18,16188.07,0,7.498493152999999,0.001506847,2.499498,2.5,3.5
0,5,5,15.61,19327.87,96717.38,0,21.011636,0.002184,4.202327,4.202764,8.01
0,12,5,27.93,3011.5,15392.6,0,6.167000000000002,0.0131,0.513917,1.23602,4.17
0,27,39,914.86,6018.77,259433.22,0,2.620598273,0.011279985,0.097059,0.067484,0.140096
0,3,1,21.39,0.0,64.17,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,482,482,3.14,784.01,379403.92,0,525.0515839999998,0.365361549,1.089319,1.090077,9.176517
0,3,1,21.94,0.0,65.82,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,779,824,5.14,783.05,649236.18,0,46458.32201,0.327180008,59.638411,56.381856000000006,286.417343
0,0,7,0.0,31305.0,219135.02,1,0.0,14.39250575,0.0,2.056072,6.0800800000000015
0,2,2,158.4,0.69,318.18,0,100.9990158,0.000984218,50.499508,50.5,56.326627
0,2,1,67691.12,0.0,135382.23,0,0.40253994,0.30672963,0.20127,0.70927,0.70927
0,2,1,163.83,0.0,327.67,0,100.9990158,0.000984218,50.499508,101.0,101.0
0,1,1,0.0,0.0,5.7,0,1.003510264,0.000471636,1.00351,1.003982,1.003982
0,2879,3022,14.79,529.38,1642365.92,0,6821.556645999999,2.574987535,2.369419,2.258151,31.649559000000004
0,18,6,11200.08,5511.61,234671.05,0,25.57809135,0.020535648,1.421005,4.266438,10.0
0,283,16,3221.64,4480.04,983405.0,0,23.05448399,-21.1134337,0.081465,0.121316,0.513157
0,1,1,0.0,0.0,107.1,0,0.5278,0.0022,0.5278,0.53,0.53
0,103,27,9174.48,1032.22,972841.62,0,43.62113318,0.749186791,0.4235060000000001,1.643345,4.9825
0,7,5,9676.37,46570.37,300586.47,0,36.105,0.073805,5.157857,7.235761,10.918805
0,9,8,18424.89,48149.18,551017.42,0,91.33595656,0.012411241,10.14844,11.418546,44.992054
0,1,1,0.0,0.0,0.95,0,4.39421394,0.00078606,4.394214,4.395,4.395
0,141,27,6900.67,7993.31,1188813.58,0,7939.816234999998,-360.8354499,56.31075300000001,280.702992,2428.901417
0,1,1,0.0,0.0,537.6,0,1.98974798,0.00025202,1.989748,1.99,1.99
0,0,130,0.0,1881.38,244579.02,1,0.0,27.10995407,0.0,0.208538,1.9
0,3,1,21.65,0.0,64.95,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,36,76,9673.63,8132.74,966339.17,0,2482.353168,0.026041719,68.954255,32.662884000000005,112.746
0,2,2,162.22,0.33,325.1,0,100.9990158,0.000984218,50.499508,50.5,71.721195
0,33,7,8576.44,49.15,283366.45,0,12.835,-1.43669709,0.388939,1.628329,4.65
0,2,2,161.04,0.84,323.77,0,100.9990158,0.000984218,50.499508,50.5,54.472037
0,3,2,120411.9,2987.4,367210.5,0,1.4,19.6,0.466667,10.5,12.0
0,4,2,2.58,0.0,10.32,0,2000.998113,0.001886545,500.249528,1000.5,1058.288728
0,10,8,4446.65,87200.67,742071.85,0,1.40495651,0.00219337,0.140496,0.175894,0.4478140000000001
0,31,151,55.7,122.02,20152.48,0,716.2882099999998,0.01753388,23.106071,4.743747,13.807301
0,2,3,160.03,0.22,320.73,0,100.9990158,0.000984218,50.499508,33.666667,70.99896
0,1,1,0.0,0.0,1.45,0,0.470157784,0.000471636,0.470158,0.470629,0.470629
0,2,2,161.45,0.82,324.53,0,100.9989738,0.001026218,50.499487,50.5,52.208598
0,2,1,163780.12,0.0,327560.25,0,0.00013944,0.00232568,7e-05,0.002465,0.002465
0,1,1,0.0,0.0,9254.08,0,4.99457998,0.00042002,4.99458,4.995,4.995
0,0,6,0.0,78670.32,472021.93,1,0.0,0.0,0.0,0.0,0.0
0,3,2,24.29,0.59,74.07,0,100.998477,0.001523001,33.666159,50.5,66.990612
0,95,23,6416.37,3469.12,689344.58,0,92.22592536,-6.202405046,0.970799,3.740153,11.493826
0,0,494,0.0,56.31,27819.42,0,0.0,0.02,0.0,4e-05,0.02
0,17,12,14773.89,39386.73,723796.85,0,27.393490000000003,2.18698519,1.611382,2.46504,13.507885
0,2,1,54345.49,0.0,108690.98,0,7.099117999999999,0.000882,3.5495589999999995,7.1,7.1
0,9,9,3.3,37447.94,337061.2,0,176.6733375,0.00957045,19.630371,19.631434,70.0
0,1,1,0.0,0.0,1.87,0,0.119829473,0.000471636,0.119829,0.120301,0.120301
0,2,1,162.42,0.0,324.83,0,100.9990158,0.000984218,50.499508,101.0,101.0
0,4,2,1.47,0.51,6.9,0,2000.998113,0.001886545,500.249528,1000.5,1445.469101
0,101,101,6.22,4288.13,433728.72,0,66.38147871,0.114346012,0.657242,0.658375,11.274586
0,1,1,0.0,0.0,62.82,0,0.95255826,0.000504,0.952558,0.953062,0.953062
0,2,4,162.92,0.15,326.42,0,100.9990158,0.000984218,50.499508,25.25,47.99895
0,3,1,19.12,0.0,57.37,0,100.998446,0.0015539999999999,33.666149,101.0,101.0
0,3,3,3.66,77113.44,231351.3,0,21.99625814,0.00269186,7.332086,7.332983,15.0
0,234,138,1199.39,2173.15,580552.5,0,13906.12561,-1965.68779,59.427887,86.524912,1264.041742
0,3,2,106.52,0.97,321.5,0,100.9985356,0.001464437,33.666179,50.5,76.39403399999998
0,46,32,14076.0,4744.02,799304.32,1,405.2210656,-31.90030379,8.809154,11.666274,52.654743
0,271,361,36.77,3102.03,1129796.05,0,1701.168197,0.216102577,6.277373000000001,4.712976,1000.007417
0,2,2,156.87,5.4,324.53,0,100.9989738,0.001026218,50.499487,50.5,74.432244
0,0,9999,0.0,3.85,38452.28,1,0.0,38.017,0.0,0.003802,38.0
0,1,1,0.0,0.0,2.6,0,3.149528364,0.000471636,3.149528,3.15,3.15
0,57,28,8782.87,9575.43,768735.67,0,170.9322,-13.86363733,2.998811,5.609592,23.477
0,21,21,0.81,14872.31,312335.48,0,7.0574210000000015,0.01974,0.336068,0.337008,2.226262
0,1,2,0.0,4.64,2726.18,0,6.92436182,0.0004851,6.924362,3.4624230000000003,6.909847
0,0,154,0.0,2073.53,319322.88,1,0.0,81.90989038,0.0,0.531882,1.197972
0,0,22,0.0,6541.29,143908.47,1,0.0,76.94912401,0.0,3.4976870000000004,7.249416
0,1407,2026,10.98,652.71,1337841.2,0,4878.765090999998,1.027110559,3.4674949999999995,2.408585,261.89
0,39,25,2011.12,4215.1,183811.1,0,371.3098466,0.029221478,9.520765,14.853563,58.697202
0,0,110,0.0,2081.99,229018.6,1,0.0,47.73491496,0.0,0.433954,2.995
0,32,32,9571.15,8715.39,585169.25,0,450.6763234,0.029372443,14.083635,14.084553,27.716124
0,0,114,0.0,1989.17,226764.83,1,0.0,35.46949621,0.0,0.311136,0.735247
0,8,14,10269.07,16752.07,316681.52,0,25.69744967,0.006191869,3.212181,1.835974,11.544906
0,38,124,1666.38,2674.33,394939.43,0,8.922245402,0.01852628,0.234796,0.072103,1.0
0,9,9,5.14,25734.14,231653.52,0,4.327034023,0.004716176,0.480782,0.4813060000000001,2.9946
0,2,2,158.55,1.78,320.67,0,100.9985715,0.001428506,50.499286,50.5,59.818676
0,0,2,0.0,1.65,3.3,0,0.0,0.99905674,0.0,0.499528,0.949057
0,2,1,158.66,0.0,317.32,0,100.9990158,0.000984218,50.499508,101.0,101.0
0,2,2,1211.93,369.71,3163.28,0,1.00537887,0.0049574,0.502689,0.5051680000000001,0.995
0,3,2,25.14,0.08,75.58,0,100.998488,0.001512,33.666163,50.5,89.377923
0,1,1,0.0,0.0,13.22,0,10.99938,0.00062,10.99938,11.0,11.0
0,1507,1528,10.77,1046.93,1615942.35,0,588.8648127,1.104067079,0.390753,0.386105,1.342431
0,64,61,4481.0,826.6,337204.62,0,146.3240938,0.028852362,2.286314,2.399229,11.308382
0,5,93,72346.7,5896.79,910134.8,0,11180.30833,0.001553992,2236.061666,120.218386,2999.99
